id;avgtempo;chord_changes;chorus_count;composer;filename_sv;form;full_title;genre;harmony_template;instrument;key;label;lineup;mbzid;performer;recordbib;recordingdate;recordingyear;recordtitle;rhythmfeel;signature;solo_time;soloend;solopart;solostart;status;style;tempoclass;title;titleaddon;tonality_type
SidneyBechet_LimehouseBlues_FINAL.sv;273.6;"A1: ||Db7   |Db7   |Db7   |Db7   |Bb7   |Bb7   |Bb7   |Bb7   |Ab   |Ab   |C7   |F-7   |Bb7   |Bb7   |Eb7   |Ab7   ||
B1: ||Db7   |Db7   |Db7   |Db7   |Bb7   |Bb7   |Bb7   |Bb7   |Ab   |F7   |Bb-7   |Bb-7   |Bbm7b5   |Eb7   |Ab   |Ab   ||";1;Braham, Furber;SidneyBechet_LimehouseBlues_FINAL.sv;(A1,16), (B1,16), (C1,16), (D1,16);Limehouse Blues-1;GREAT AMERICAN SONGBOOK;;ss;Ab-maj;Trumpets of Jericho Ltd.;"Sidney Bechet (ss); Charlie Shavers (tp); Willie Smith (p); Everett Barksdale (g); Wellman Braud (b); Manzie Johnson (dr)";2b718e7e-f877-4a44-a7d3-ad24375d58dd;Sidney Bechet;20.3010-HI;1941-09-13;1941;The Cradle Of Jazz -Sidney Bechet - Chant In The Night CD 2;TWOBEAT;4/4;00:40-01:08;01:08;1;35.9832;FINAL;TRADITIONAL;UP;Limehouse Blues;;FUNCTIONAL
SidneyBechet_ReallyTheBlues_FINAL.sv;70.6;A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |F7   |F7   |Bb7 Eb7 |Bb7 F7 ||;2;Mezzrow;SidneyBechet_ReallyTheBlues_FINAL.sv;(A1,12);Really the Blues-1;ORIGINAL;Blues;ss;Bb-maj;Trumpets of Jericho Ltd.;"Sidney Bechet (ss); Tommy Ladnier (tp); Milton Mezz Mezzrow (cl, ts); Cliff Jackson (p); Teddy Bunn (g); Elmer James (b); Manzie Johnson (dr)";1c57643c-2de7-4f69-84fa-300faf0503ae;Sidney Bechet;20.3010-HI;1938-11-28;1938;The Cradle Of Jazz -Sidney Bechet - Chant In The Night CD 1;TWOBEAT;4/4;02:13-03:35;03:35;1;129.5385;FINAL;TRADITIONAL;SLOW;Really the Blues;;BLUES
SidneyBechet_Summertime_FINAL.sv;84.2;"A1: ||G- D7 |G- D7 |G- D7 |G- G7 |C-   |C-   |Am7b5   |D7   ||
B1: ||G-   |G-   |G-   |C-7 F7 |Bbj7 Eb7 |Am7b5 D7 |G-   |Am7b5 D7 ||";4;Gershwin;SidneyBechet_Summertime_FINAL.sv;(A1,8), (B1,8);Summertime-1;GREAT AMERICAN SONGBOOK;;ss;G-min;Trumpets of Jericho Ltd.;"Sidney Bechet (ss); Meade ""Lux"" Lewis (p); Teddy Bunn (g); John Wiliams (b); Sidney Catlett (dr)";1b79829f-fcfa-47dc-90f9-5537ca749975;Sidney Bechet;20.3010-HI;1938-06-08;1938;The Cradle Of Jazz -Sidney Bechet - Chant In The Night CD 1;TWOBEAT;4/4;00:54-04:04;04:04;1;48.6751;FINAL;TRADITIONAL;MEDIUM SLOW;Summertime;;FUNCTIONAL
SonnyRollins_Airegin_FINAL.sv;242.6;"A1: ||F-7   |C79#   |F-7   |F79b   |Bb-7   |F79#   |Bb-7   |Bb-7   ||
B1: ||Dbj7   |D-7 G7 |Cj7   |Db-7 Gb7 |Bj7   |C-7 F7 |Bbj7   |Bbj7   |Bb-7   |Eb7   |Abj7   |Gm7b5 C7 ||
A2: ||F-7   |C79#   |F-7   |F79b   |Bb-7   |F79#   |Bb-7   |Bb-7   ||
B2: ||Dbj7   |Dm7b5 G7 |Cm7b5 Gb7 |F7 B7 |Bb-7   |Eb7   |Ab6   |Gm7b5 C79b ||";3;Sonny Rollins;SonnyRollins_Airegin_FINAL.sv;(A1,8), (B1,12), (A2,8), (C1,8);Airegin-1;ORIGINAL;;ts;Ab-maj;Prestige;"Sonny Rollins (ts); Horace Silver (p); Percy Heath (b); Kenny Clarke (dr); Miles Davis (tp)";35def392-04d1-45ad-8107-148ab890cb2f;Sonny Rollins;P-012;1954-06-29;1954;Chronicle: The Complete Prestige Recordings (1951 - 1956), CD 3;SWING;4/4;02:35-04:21;04:21;1;151.9415;FINAL;HARDBOP;UP;Airegin;;FUNCTIONAL
SonnyRollins_BlueSeven-1_FINAL.sv;134.6;A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |F7   |Eb7   |Bb7   |F7   ||;5;Sonny Rollins;SonnyRollins_BlueSeven-1_FINAL.sv;(A1,12);Blue Seven-1;ORIGINAL;Blues;ts;Bb-maj;CD Company Italy;"Tommy Flanagan (p); DougWatkins (b); Max Roach (dr); Sonny Rollins (ts)";26b0dbe3-b9dd-4061-998a-fecb892d5a2a;Sonny Rollins;CD53061;1956-06-22;1956;1956;SWING;4/4;01:05-02:52;02:52;1;61.6541;FINAL;HARDBOP;MEDIUM;Blue Seven;;BLUES
SonnyRollins_BlueSeven-2_FINAL.sv;137.6;A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |C-7   |F7   |Bb7   |Bb7   ||;2;Sonny Rollins;SonnyRollins_BlueSeven-2_FINAL.sv;(A1,12);Blue Seven-2;ORIGINAL;Blues;ts;Bb-maj;CD Company Italy;"Tommy Flanagan (p); DougWatkins (b); Max Roach (dr); Sonny Rollins (ts)";26b0dbe3-b9dd-4061-998a-fecb892d5a2a;Sonny Rollins;CD53061;1956-06-22;1956;1956;SWING;4/4;06:18-08:06;08:06;2;376.0099;FINAL;HARDBOP;MEDIUM;Blue Seven;;BLUES
SonnyRollins_BlueSeven-3_FINAL.sv;133.3;A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C-7   |F7   |Bb7   |F7   ||;2;Sonny Rollins;SonnyRollins_BlueSeven-3_FINAL.sv;(A1,12);Blue Seven-3;ORIGINAL;Blues;ts;Bb-maj;CD Company Italy;"Tommy Flanagan (p); DougWatkins (b); Max Roach (dr); Sonny Rollins (ts)";26b0dbe3-b9dd-4061-998a-fecb892d5a2a;Sonny Rollins;CD53061;1956-06-22;1956;1956;SWING;4/4;;NA;3;593.1978;FINAL;HARDBOP;MEDIUM;Blue Seven;;BLUES
SonnyRollins_I'llRememberApril_AlternateTake2_FINAL.sv;294.0;"A1: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |Gj7   |Gj7   ||
B1: ||C-7   |F7   |Bbj7   |G-7   |C-7   |F7   |Bbj7   |Bbj7   |A-7   |D7   |Gj7   |Gj7   |F#-7   |B7   |Ej7   |A-7 D7 ||
A2: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |Gj7   |Gj7   ||";2;Raye/DePaul/Johnston;SonnyRollins_I'llRememberApril_AlternateTake2_FINAL.sv;(A1,16), (B1,16), (A2,16);I'll Remember April-1_Alternate Take  2;GREAT AMERICAN SONGBOOK;;ts;G-maj;EmArcy;"Clifford Brown (tp); Sonny Rollins (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";d84746cf-9bc6-40f0-bd4d-e86a553cd3d4;Sonny Rollins;828 308-2;1956-02-16;1956;Brownie - The Complete EmArcy Recordings of Clifford Brown (Disc 10);SWING;4/4;03:04-04:23;04:23;1;-1.0;FINAL;HARDBOP;UP;I'll Remember April;Alternate Take  2;FUNCTIONAL
SonnyRollins_Playin'InTheYard-1_FINAL.sv;155.2;A1: ||G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   ||;1;;SonnyRollins_Playin'InTheYard-1_FINAL.sv;(A1,16);Playin' in the Yard-1;ORIGINAL;;ts;G-maj;Milestone;"Sonny Rollins (ts); George Cables (p); Bob Cranshaw (b); David Lee (dr); Jack De Johnette (dr); Arthur Jenkins (cga)";d0d524e5-f28d-4c96-abb5-6ddb9e7f04e6;Sonny Rollins;OJCCD-312-2;1972;1972;Next Album;FUNK;4/4;00:50-02:07;02:07;1;46.8794;FINAL;FUSION;MEDIUM UP;Playin' in the Yard;;FUNCTIONAL
SonnyRollins_Playin'InTheYard-2_FINAL.sv;159.4;"A1: ||G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |C7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   ||
I1: ||NC   ||";1;;SonnyRollins_Playin'InTheYard-2_FINAL.sv;(A1,16);Playin' in the Yard-2;ORIGINAL;;ts;G-maj;Milestone;"Sonny Rollins (ts); George Cables (p); Bob Cranshaw (b); David Lee (dr); Jack De Johnette (dr); Arthur Jenkins (cga)";d0d524e5-f28d-4c96-abb5-6ddb9e7f04e6;Sonny Rollins;OJCCD-312-2;1972;1972;Next Album;FUNK;4/4;09:06-10:08;10:08;2;542.2019;FINAL;FUSION;MEDIUM UP;Playin' in the Yard;;FUNCTIONAL
SonnyRollins_St.Thomas-1_FINAL.sv;207.0;"A1: ||C69   |E-7 A7 |D-7 G7 |C69   |C69   |E-7 A7 |D-7 G7 |C69   ||
B1: ||Em7b5   |A79#   |D-7   |G7   |C69 C7 |Fj7 F#o |C/G G7 |C79   ||";5;Sonny Rollins;SonnyRollins_St.Thomas-1_FINAL.sv;(A1,16);St. Thomas-1;ORIGINAL;;ts;C-maj;Prestige;"Tommy Flanagan (p); Doug Watkins (b); Max Roach (dr); Sonny Rollins (ts)";743ab1b8-c929-4f2f-8ee0-401a01434144;Sonny Rollins;OJCCD-291-2;1956-06-22;1956;Saxophone Collosus;LATIN;4/4;00:55-02:28;02:28;1;49.9526;FINAL;HARDBOP;UP;St. Thomas;;FUNCTIONAL
SonnyRollins_St.Thomas-2_FINAL.sv;224.1;"A1: ||C69   |E-7 A7 |D-7 G7 |C69   |C69   |E-7 A7 |D-7 G7 |C69   ||
B1: ||Em7b5   |A79#   |D-7   |G7   |C69 C7/E |F F#o |C/G G7 |C79   ||";4;Sonny Rollins;SonnyRollins_St.Thomas-2_FINAL.sv;(A1,16);St. Thomas-2;ORIGINAL;;ts;C-maj;Prestige;"Tommy Flanagan (p); Doug Watkins (b); Max Roach (dr); Sonny Rollins (ts)";743ab1b8-c929-4f2f-8ee0-401a01434144;Sonny Rollins;OJCCD-291-2;1956-06-22;1956;Saxophone Collosus;LATIN;4/4;03:53-05:02;05:02;2;230.3993;FINAL;HARDBOP;UP;St. Thomas;;FUNCTIONAL
SonnyRollins_TenorMadness_FINAL.sv;175.6;A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |C-7   |F7   |Bb7   |Bb7   ||;8;Sonny Rollins;SonnyRollins_TenorMadness_FINAL.sv;(A1,12);Tenor Madness-1;ORIGINAL;Blues;ts;Bb-maj;CD Company Italy;"Sonny Rollins (ts); Tommy Flanagan (p); DougWatkins (b); Max Roach (dr); John Coltrane (ts)";2cf1c0e0-de85-4532-acff-887ffac75499;Sonny Rollins;CD53061;1956-06-22;1956;1956;SWING;4/4;02:11-04:26;04:26;1;128.679;FINAL;HARDBOP;MEDIUM UP;Tenor Madness;;BLUES
SonnyRollins_TheEverywhereCalypso-1_FINAL.sv;192.6;A1: ||C   |F   |G7   |C   |A7   |D-7   |G7   |C   ||;13;;SonnyRollins_TheEverywhereCalypso-1_FINAL.sv;(A1,12);The Everywhere Calypso-1;ORIGINAL;;ts;C-maj;Milestone;"Sonny Rollins (ts); George Cables (p); Bob Cranshaw (b); David Lee (dr); Jack De Johnette (dr); Arthur Jenkins (cga)";70543709-7166-410b-a9e9-c07600315657;Sonny Rollins;OJCCD-312-2;1972;1972;Next Album;LATIN;4/4;01:01-03:02;03:02;1;48.1723;FINAL;POSTBOP;UP;The Everywhere Calypso;;FUNCTIONAL
SonnyRollins_TheEverywhereCalypso-2_FINAL.sv;197.2;A1: ||C   |F   |G7   |C   |A7   |D-7   |G7   |C   ||;19;;SonnyRollins_TheEverywhereCalypso-2_FINAL.sv;(A1,12);The Everywhere Calypso-2;ORIGINAL;;ts;C-maj;Milestone;"Sonny Rollins (ts); George Cables (p); Bob Cranshaw (b); David Lee (dr); Jack De Johnette (dr); Arthur Jenkins (cga)";70543709-7166-410b-a9e9-c07600315657;Sonny Rollins;OJCCD-312-2;1972;1972;Next Album;LATIN;4/4;04:28-07:35;07:35;2;265.9533;FINAL;POSTBOP;UP;The Everywhere Calypso;;FUNCTIONAL
SonnyRollins_VierdBlues_FINAL.sv;114.4;A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C7   |F7   |Bb7   |F7   ||;6;;SonnyRollins_VierdBlues_FINAL.sv;(A1,12);Vierd Blues-1;ORIGINAL;Blues;ts;Bb-maj;Prestige;"Miles Davis (tp); Sonny Rollins (ts); Tommy Flanagan (p); Paul Chambers (b);  Art Taylor (dr)";28b5ee97-cae7-4144-8233-af5fafa58e13;Sonny Rollins;8PCD-012-2;1956-03-16;1956;Chronicle: The Complete Prestige Recordings (1951 - 1956), CD 5;SWING;4/4;02:10-04:39;04:39;1;122.2983;FINAL;HARDBOP;MEDIUM;Vierd Blues;;BLUES
SonnyStitt_BlueMode_FINAL.sv;60.7;"A1: ||Bb7   |Eb7 Em7b5 |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7 G7 |C-7   |F7   |Bb7 F7 |B7G7C-7F7||
A2: ||Bb7   |A-7 D-7 |G-7   |F7   |Eb7   |Eb7   |F7   |Eb7 G7 |C-7   |C-7 F7 |Bb7   |Bb7   |NC   ||";1;J.J. Johnson;SonnyStitt_BlueMode_FINAL.sv;(A1,12);Blue Mode-1;ORIGINAL;Blues;ts;Bb-maj;Membran Music Ltd.;"Sonny Stitt (ts); J.J. Johnson (tb); John Lewis (p); Nelson Boyd (b); Max Roach (dr)";fc1d191d-ca01-4053-b355-79cf8c5d6983;Sonny Stitt;22482444;1949-10-17;1949;Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 2;SWING;4/4;02:07-03:40;03:40;1;121.7127;FINAL;BEBOP;SLOW;Blue Mode;;BLUES
SonnyStitt_BluesInBe=Bop_FINAL.sv;185.8;A1: ||Eb7   |Ab7   |Eb7   |Eb7   |Ab7   |Ab7   |Eb7   |Bb-7 A7 |Ab7   |Bb7   |Eb7   |Eb7 Bb7 ||;2;McKinley/Dorham;SonnyStitt_BluesInBe=Bop_FINAL.sv;(A1,12);Blues in Be-Bop-1;ORIGINAL;Blues;as;Eb-maj;Membran Music Ltd.;"Kenny Dorham (tp); Sonny Stitt (as); Bud Powell (p); Al Hall (b); Al Hall (b); Kenny Clarke (dr)";3f9c0f89-0e80-4743-ac6c-ed6e3260bb27;Sonny Stitt;22482444;1946-09-04;1946;Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 1;SWING;4/4;00:21-00:51;00:51;1;16.8062;FINAL;BEBOP;UP;Blues in Be-Bop;;BLUES
SonnyStitt_BodyAndSoul_FINAL.sv;67.7;"A1: ||Eb-7 Bb79b |Absus7 Ab7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 B7 |Bb-7Eb7Eb-7Ab7|Db6 Bb7 ||
A2: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 B7 |Bb-7 D7 |Db6 E-7A7||
B1: ||Dj7 E-7 |F#-7 G-7C7|F#-7B7E-7A7|Dj7   |D-7 G7 |Cj7 Ebo |D-7 G7 |C7B7Bb7 ||
A3: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 B7911#F7|Bb-7NC  |NC   |NC   |NC   |Db6   ||";1;Heyman, Sour, Eyton, Green;SonnyStitt_BodyAndSoul_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Body and Soul-1;GREAT AMERICAN SONGBOOK;;as;Db-maj;Membran Music Ltd.;"Willie Wells (tp); Sonny Stitt (as); Milt Jackson (vib); Bills Davis (p); Jimmy Glover (b); Dave Heard (dr)";aa1d15b7-9633-402c-a2ae-df405a75dc93;Sonny Stitt;22482444;1948-06-01;1948;Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 1;BALLAD;4/4;00:13-02:11;02:11;1;4.5745;FINAL;BEBOP;SLOW;Body and Soul;;FUNCTIONAL
SonnyStitt_Elora_FINAL.sv;192.7;"A1: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db-7 |C-7   |F7   |Bbj7   |C-7   ||
A2: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db-7 |C-7   |F7   |Bb   |F-7 Bb7 ||
B1: ||Ebj7   |Eb-7   |D-7   |Ao7 D+7 |G-7   |C7   |C-7   |F7   ||
A3: ||C-7   |F7   |Bbj7 Ebj7 |D-7 Db-7 |C-7   |F7   |Bbj7   |Bbj7   ||
I1: ||NC   ||";1;J.J. Johnson;SonnyStitt_Elora_FINAL.sv;(A1,8), (A2,8), (B1,8), (C1,8);Elora-1;ORIGINAL;;ts;Bb-maj;Membran Music Ltd.;"Sonny Stitt (ts); J.J. Johnson (tb); John Lewis (p); Nelson Boyd (b); Max Roach (dr)";3ce11fa9-82d2-47c1-b588-9c44837db225;Sonny Stitt;22482444;1949-10-17;1949;Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 1;SWING;4/4;00:50-01:29;01:29;1;42.5471;FINAL;BEBOP;UP;Elora;;FUNCTIONAL
SonnyStitt_GoodKick_FINAL.sv;173.4;A1: ||F7   |F7   |F7 D-7 |G-7 C7 |F7   |F7   |C7   |C7   ||;3;Stitt;SonnyStitt_GoodKick_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Good Kick-1;ORIGINAL;;as;F-maj;Membran Music Ltd.;"Kenny Dorham (tp); Sonny Stitt (as); Bud Powell (p); Al Hall (b); Al Hall (b); Kenny Clarke (dr)";;Sonny Stitt;22482444;1946-09-04;1946;Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 1;SWING;4/4;00:43-01:27;01:27;1;37.7329;FINAL;BEBOP;MEDIUM UP;Good Kick;;FUNCTIONAL
SonnyStitt_Teapot_FINAL.sv;167.9;"A1: ||F7 C7 |F7   |Bb7   |Bb7   |Bb-7 Eb7 |Bb-7 Eb7 |Ab6   |Bb-7Eb7Ab6C7||
B1: ||F7 C7 |F7   |Bb7   |Bb7   |F-7 C7 |F-7   |C-7 F7 |Bb-7Eb7Ab6C7||";2;J.J. Johnson;SonnyStitt_Teapot_FINAL.sv;(A1,8), (B1,8);Teapot-1;ORIGINAL;;ts;F-maj;Membran Music Ltd.;"Sonny Stitt (ts); J.J. Johnson (tb); John Lewis (p); Nelson Boyd (b); Max Roach (dr)";1b440e27-b7d5-47ce-ba9f-c7ded4f07928;Sonny Stitt;22482444;1949-10-17;1949;Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 2;SWING;4/4;00:55-01:45;01:45;1;48.4942;FINAL;BEBOP;MEDIUM UP;Teapot;;FUNCTIONAL
StanGetz_BluesInTheCloset_FINAL.sv;242.5;A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |C-7   |F7   |Bb7   |F7   ||;16;Pettiford;StanGetz_BluesInTheCloset_FINAL.sv;(A1,12);Blues in the Closet-1;ORIGINAL;Blues;ts;Bb-maj;Polydor K.K;"Stan Getz (ts); J.J. Johnson (tb); Oscar Peterson (p); Herb Ellis (g); Ray Brown (b); Connie Kay (dr)";e3ca10e3-13a5-4fe5-aa23-7af9db3815dc;Stan Getz;POCJ-2469;1957-09-29;1957;Stan Getz and J.J. Johnson At The Opera House;SWING;4/4;03:54-07:03;07:03;1;230.6855;FINAL;COOL;UP;Blues in the Closet;;BLUES
StanGetz_BodyAndSoul_FINAL.sv;63.4;"A1: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7 Eb-7Ab7|Db6 Fm7b5Bb7||
A2: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7 Eb-7Ab7|Db A7 ||
B1: ||Dj7 E-7 |F#-7 G-7 |F#-7B-7E-7A7|Dj7   |D-7 G7 |Cj7 Ebo7 |D-7 G7 |C7 Bb7 ||
A3: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7Eb7Eb-7Ab7|Db6  A7||
B2: ||Dj7 E-7 |F#-7 G-7 |F#-7B-7E-7A7|Dj7   |D-7 G7 |Cj7 Ebo7 |D-7 G7 |C7B7Bb7 ||";2;Heyman, Sour, Eyton, Green;StanGetz_BodyAndSoul_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Body and Soul-1;GREAT AMERICAN SONGBOOK;;ts;Db-maj;Verve Records;"Bill Crow (b); Frank Isola (dr); Jimmy Raney (g); Duke Jordan (p); Stan Getz (ts)";5cebd128-9ef7-425b-9a36-6620438a1b3b;Stan Getz;731451717123;1964;1964;The Essential Stan Getz;SWING;4/4;00:12-03:13;03:13;1;5.7417;FINAL;COOL;SLOW;Body and Soul;;FUNCTIONAL
StanGetz_CrazyRhythm_FINAL.sv;287.9;"A1: ||Fj7   |Fj7   |Bb7   |A-7 Abo7 |G-7   |C7   |F6   |G-7 C7 ||
A2: ||Fj7   |Fj7   |Bb7   |A-7 Abo7 |G-7   |C7   |F6   |F6   ||
B1: ||C-7   |F7   |Bbj7   |Bbj7   |Bb-7   |Eb79   |D7   |G7 C7 ||
A3: ||Fj7   |Fj7   |G7   |G7   |C7   |C7   |Fj7   |Fj7   ||";8;Meyer, Kahn, Caesar;StanGetz_CrazyRhythm_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Crazy Rhythm-1;GREAT AMERICAN SONGBOOK;;ts;F-maj;Polydor K.K;"Stan Getz (ts); J.J. Johnson (tb); Oscar Peterson (p); Herb Ellis (g); Ray Brown (b); Connie Kay (dr)";20bd0e04-14a5-4436-a0c7-150867c44b81;Stan Getz;POCJ-2469;1957-09-29;1957;Stan Getz and J.J. Johnson At The Opera House;SWING;4/4;02:52-06:25;06:25;1;165.2447;FINAL;COOL;UP;Crazy Rhythm;;FUNCTIONAL
StanGetz_I'mGladThereIsYou_FINAL.sv;67.0;"A1: ||C#j7   |C#j7   |C#-7   |F#7913   |D#-7   |G#7   |F-7 E7913 |Aj7 D79 ||
A2: ||C#j7 D#-7 |F-7 Eo7 |D#-7   |G#79   |C#j7 B79 |A#79b   |D#7913   |G#79 C#sus79 ||
I1: ||NC   ||";1;Paul Madeira, Jimmy Dorsey;StanGetz_I'mGladThereIsYou_FINAL.sv;(A1,8), (A2,8);I'm Glad There Is You-1;GREAT AMERICAN SONGBOOK;;ts;C#-maj;Universal;"Stan Getz (ts); Oscar Peterson (p); Herb Ellis (g); Ray Brown (b)";f529d60c-00b0-4d0a-b441-af0fa65c19e6;Stan Getz;602498352649;1957-10-10;1957;Body and Soul;SWING;4/4;02:14-03:11;03:11;1;125.8055;FINAL;COOL;SLOW;I'm Glad There Is You;;FUNCTIONAL
StanGetz_Insensatez_FINAL.sv;128.2;"A1: ||A-79   |A-79   |G#o7   |G#o7   |G-6   |G-6   |D7/F#   |D7/F#   ||
B1: ||Fj7   |Fj7   |Bbj7   |Bbj7   |Bm7b5   |E79b   |A-7   |Ab7913   ||
C1: ||G-7   |G-7   |F#o7   |F#o7   |Fj7   |Bm7b5 E7 |A-7   |A-7 Ab7 ||
D1: ||G-79   |C7   |F#-7   |B79b   |Fj7   |E7   |A-7   |A-7   ||
I1: ||NC   |NC   ||";1;Antonio Carlos Jobim, Vinicius De Moraes;StanGetz_Insensatez_FINAL.sv;(A1,8), (B1,8), (C1,8), (D1,8);Insensatez-1;ORIGINAL;;ts;A-min;Universal;"Stan Getz (ts); Maria Toledo (voc); Luiz Bonfa (g); Antonio Carlos Jobim (p); George Duvivier (b); Paulo Ferreira (perc); Jose Carlos (dr, perc)";6a9a6e75-3316-4f6f-8a63-1c3d58a5a0cc;Stan Getz;602498352649;1963-02-08;1963;Body and Soul;LATIN;4/4;01:16-02:18;02:18;1;68.8534;FINAL;COOL;MEDIUM;Insensatez;;FUNCTIONAL
StanGetz_MyFunnyValentine_FINAL.sv;130.7;"A1: ||F-   |F-j7   |F-7   |F-6   |Dbj7   |Bb-7   |Gm7b5   |C79b   ||
A2: ||F-   |F-j7   |F-7   |F-6   |Dbj7   |Bb-7   |Db-6   |Eb79b   ||
B1: ||Abj7 Bb-7 |C-7 Bb-7 |Abj7 Bb-7 |C-7 Bb-7 |Abj7 C7 |F- Eb-7D7|Dbj7   |Gm7b5 C79b ||
C1: ||F-   |Fj7   |F-7   |F-6   |Dbj7   |Gm7b5 C79b |F-   |Eb-7 D7911# |Dbj7   |Bb-7 Eb79b |Ab6   |Ab6   ||";3;Rodgers, Hart;StanGetz_MyFunnyValentine_FINAL.sv;(A1,8), (A2,8), (B1,8), (C1,12);My Funny Valentine-1;GREAT AMERICAN SONGBOOK;;ts;F-min;Polydor K.K;"Stan Getz (ts); J.J. Johnson (tb); Oscar Peterson (p); Herb Ellis (g); Ray Brown (b); Connie Kay (dr)";f775b82c-9259-45d1-b8fc-4313973d78af;Stan Getz;POCJ-2469;1957-09-29;1957;Stan Getz and J.J. Johnson At The Opera House;SWING;4/4;03:18-06:36;06:36;1;193.0724;FINAL;COOL;MEDIUM;My Funny Valentine;;FUNCTIONAL
SteveColeman_Cross=Fade-1_FINAL.sv;144.8;A1: ||NC   ||;1;Steve Coleman;SteveColeman_Cross=Fade-1_FINAL.sv;(A1,4);Cross-Fade-1;ORIGINAL;;as;;Novus;"Steve Coleman (as); Marvin Smith (dr, perc); Reggie Washingon (b); David Gilmore (g); James Weidman (p)";0f42f96d-9f32-40e1-bf2e-6702fbf64d50;Steve Coleman;PD 83119;1990-12-01;1990;Black Science;FUNK;9/4;00:00-00:46;00:46;1;0.003;FINAL;FUSION;MEDIUM UP;Cross-Fade;;FREE
SteveColeman_Cross=Fade-2_FINAL.sv;145.9;A1: ||NC   ||;1;Steve Coleman;SteveColeman_Cross=Fade-2_FINAL.sv;(A1,4);Cross-Fade-2;ORIGINAL;;as;;Novus;"Steve Coleman (as); Marvin Smith (dr, perc); Reggie Washingon (b); David Gilmore (g); James Weidman (p)";0f42f96d-9f32-40e1-bf2e-6702fbf64d50;Steve Coleman;PD 83119;1990-12-01;1990;Black Science;FUNK;9/4;01:00-01:17;01:17;2;58.4424;FINAL;FUSION;MEDIUM UP;Cross-Fade;;FREE
