id;avgtempo;chord_changes;chorus_count;composer;filename_sv;form;full_title;genre;harmony_template;instrument;key;label;lineup;mbzid;performer;recordbib;recordingdate;recordingyear;recordtitle;rhythmfeel;signature;solo_time;soloend;solopart;solostart;status;style;tempoclass;title;titleaddon;tonality_type
SteveColeman_DoubleVision_FINAL.sv;242.2;A1: ||NC   ||;1;Dave Holland;SteveColeman_DoubleVision_FINAL.sv;open;Double Vision-1;ORIGINAL;;ss;;ECM;"Kenny Wheeler (tp); Steve Coleman (as); Julian Priester (tb); Dave Holland (b); Marvin Smith (dr)";f742899d-2ca1-44fd-928a-2dd16fcae0f3;Steve Coleman;ECM 1292;1985-06-06;1985;Seeds Of Time;SWING;4/4;02:54-05:56;05:56;1;169.532;FINAL;POSTBOP;UP;Double Vision;;COLOR
SteveColeman_PassItOn_FINAL.sv;104.9;"A1: ||C-7   |Eb   |C-7   |Eb   ||
A2: ||C-7   |Eb   |C-7   |Eb   ||
B1: ||F-   |Db   |F-   |Gb7   ||
A3: ||C-7   |Eb   |C-7   |Eb   ||";2;Dave Holland;SteveColeman_PassItOn_FINAL.sv;(A1,4), (A2,4), (B1,4), (A3,8);Pass It On-1;ORIGINAL;;as;;Novus;"Steve Coleman (as); Dave Holland (b); Ed Blackwell (dr); Kevin Eubanks (g); Tommy Flanagan (p); Von Freeman (ts); Kenny Wheeler (tp, flgn)";be9ebacf-9f1f-4fd1-aaf7-9fbc433fb714;Steve Coleman;PD 90654;1991-04-29;1991;Rhythm In Mind;FUNK;4/4;00:53-02:10;02:10;1;44.8141;FINAL;FUSION;MEDIUM SLOW;Pass It On;;MODAL
SteveColeman_Processional_FINAL.sv;103.9;A1: ||F-    |F-    |F-    |F-    |Db7911#    |Db7911#    |F-    |F-    |Gb7911#    |E7911#    |D7911#    |C7alt    ||;3;Dave Holland;SteveColeman_Processional_FINAL.sv;(A1,12);Processional-1;ORIGINAL;;as;F-min;ECM;"Steve Coleman (as); Kevin Eubanks (g); Dave Holland (b); Marvin Smith (dr)";ac1d70ff-bd7f-4f62-8ae5-4db0d11dafd2;Steve Coleman;ECM 1410;1989-09-01;1989;Extensions;LATIN;5/4;00:25-02:47;02:47;1;53.2007;FINAL;POSTBOP;MEDIUM SLOW;Processional;;COLOR
SteveColeman_Segment_FINAL.sv;240.0;"A1: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   ||
A2: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |Ab7   |Ab7   |Db7   |Db7   ||
A3: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus  ||";5;Parker;SteveColeman_Segment_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Segment-1;ORIGINAL;;as;Bb-min;ECM;"Dave Holland (b); Steve Coleman (as); Jack DeJohnette (dr)";df52f125-6183-4d9f-ae1c-89377d212420;Steve Coleman;ECM 1373;1988-03-01;1988;Triplicate;SWING;4/4;00:32-03:16;03:16;1;27.6429;FINAL;POSTBOP;UP;Segment;;FUNCTIONAL
SteveColeman_SlippedAgain_FINAL.sv;131.6;A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |G-7 C7 ||;3;Thad Jones;SteveColeman_SlippedAgain_FINAL.sv;(A1,12);Slipped again-1;ORIGINAL;Blues;as;F-maj;Novus;"Steve Coleman (as); Dave Holland (b); Ed Blackwell (dr); Kevin Eubanks (g); Tommy Flanagan (p); Von Freeman (ts); Kenny Wheeler (tp, flgn)";f9650aa1-2728-4e6f-b9e9-b473a7ae4b36;Steve Coleman;PD 90654;1991-04-29;1991;Rhythm In Mind;SWING;4/4;04:18-05:24;05:24;1;255.5877;FINAL;POSTBOP;MEDIUM;Slipped again;;BLUES
SteveColeman_TakeTheColtrane_FINAL.sv;240.0;A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |F7   |G7   |C7   |F7   |C7   ||;14;Duke Ellington;SteveColeman_TakeTheColtrane_FINAL.sv;(A1,12);Take the Coltrane-1;ORIGINAL;Blues;as;F-maj;ECM Records;"Steve Coleman (as); Dave Holland (b); Jack DeJohnette (dr)";df52f125-6183-4d9f-ae1c-89377d212420;Steve Coleman;ECM 1373;1988-03-01;1988;Triplicate;SWING;4/4;00:25-03:16;03:16;1;20.7821;FINAL;POSTBOP;UP;Take the Coltrane;;BLUES
SteveColeman_TheOracle-1_FINAL.sv;97.7;A1: ||Bb-   ||;1;Dave Holland;SteveColeman_TheOracle-1_FINAL.sv;open;The Oracle-1;ORIGINAL;;as;Bb-min;ECM;"Steve Coleman (as); Kevin Eubanks (g); Dave Holland (b); Marvin Smith (dr)";e71aeb1c-ee18-466c-a417-947c078e2c21;Steve Coleman;ECM 1410;1989-09-01;1989;Extensions;LATIN;3/4;00:01-04:14;04:14;1;42.4996;FINAL;POSTBOP;MEDIUM SLOW;The Oracle;;FREE
SteveColeman_TheOracle-2_FINAL.sv;104.0;"A1: ||Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  |Bb-  ||
B1: ||Eb-  |C-  |Bj7911#  |Bb-  |Eb-  |Bj7911#  |Eb-  |Bj7911#  |G-7  |F#j7  |Bj7  |Bbj7911#  ||";3;Dave Holland;SteveColeman_TheOracle-2_FINAL.sv;open;The Oracle-2;ORIGINAL;;as;Bb-min;ECM;"Steve Coleman (as); Kevin Eubanks (g); Dave Holland (b); Marvin Smith (dr)";e71aeb1c-ee18-466c-a417-947c078e2c21;Steve Coleman;ECM 1410;1989-09-01;1989;Extensions;LATIN;3/4;10:28-13:34;13:34;2;623.1535;FINAL;POSTBOP;MEDIUM SLOW;The Oracle;;FREE
SteveLacy_AloneTogether_FINAL.sv;134.9;"A1: ||D-6   |Em7b5 A79b |D-6   |Em7b5 A79b |D-6   |Am7b5 D79b |G-7   |G-7   |B-7 E7 |G-7 C7 |Fj7   |Em7b5 A7 |Dj7   |Em7b5 A7 ||
A2: ||D-6   |Em7b5 A79b |D-6   |Em7b5 A79b |D-6   |Am7b5 D79b |G-7   |G-7   |B-7 E7 |G-7 C7 |Fj7   |Em7b5 A7 |Dj7   |Dj7   ||
B1: ||Am7b5   |D79b   |G-6   |G-6   |Gm7b5   |C79b   |Fj7   |Em7b5 A79b ||
A3: ||D-6   |Em7b5 A79b |D-6   |Em7b5 A79b |D-6   |Bb7 A7 |D-6   |Em7b5 A7 ||";1;;SteveLacy_AloneTogether_FINAL.sv;(A1,14), (A2,14), (B1,8), (A3,8);Alone Together-1;GREAT AMERICAN SONGBOOK;;ss;D-maj;Giants of Jazz;"Steve Lacy (ss); Wynton Kelly (p); Buell Neidlinger (b); Dennis Charles (dr)";2c0d47e0-e441-4901-a70a-1e4e167725b4;Steve Lacy;CD 53260;1957-11-01;1957;Steve Lacy featuring Roswell Rudd, Don Cherry, Carl Brown, Bill Higgins, Winton Kelly, Buell Neidlinger, Dennis Charles and Henry Grimes;SWING;4/4;02:51-04:10;04:10;1;161.2993;FINAL;HARDBOP;MEDIUM;Alone Together;;FUNCTIONAL
SteveLacy_AskMeNow_FINAL.sv;85.4;"A1: ||G-7C7F#-7B7|F-7Bb7E-7A7|Eb-7 Ab7 |B7 Bb7 |Eb7 D7 |Dbj7 Eb7 |Eb-7 Ab7 |F-7E7Eb-7D7||
A2: ||G-7C7F#-7B7|F-7Bb7E-7A7|Eb-7 Ab7 |B7 Bb7 |Eb7 D7 |Dbj7 Eb7 |Eb-7 Ab7 |Db   ||
B1: ||Eb-7 Ab |Dbj7  E-7|Eb-7 Ab7 |Dbj7   |Bb-7 Eb7 |Eb7 Bb-7 |Eb-7 Ab7 |Db-7 Gb7 ||
A3: ||G-7C7F#-7B7|F-7Bb7E-7A7|Eb-7 Ab7 |B7 Bb7 |Eb7 D7 |Dbj7 Eb7 |Eb-7 Ab7 |Db   ||";1;Thelonious Monk;SteveLacy_AskMeNow_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Ask Me Now-1;ORIGINAL;;ss;Db-maj;Original Jazz Classics/Prestige New Jazz;"Steve Lacy (ss); Mal Waldron (p); Buell Neidlinger (b); Elvin Jones (dr)";b1506b27-04f5-476d-9ee6-ece9ffcf7454;Steve Lacy;OJCCD-063-2;1958-10-17;1958;Steve Lacy plays Thelonious Monk - Reflections;SWING;4/4;03:10-04:35;04:35;1;180.4052;FINAL;HARDBOP;MEDIUM SLOW;Ask Me Now;;FUNCTIONAL
SteveLacy_EasyToLove_FINAL.sv;166.3;"A1: ||A-7   |D-7   |A-7   |D7   |Gj7   |C79   |B-7   |E79b   |A-7   |D79   |Gj7   |B-7 E7 |A-7   |D7   |B-7   |B-7 E79b ||
A2: ||A-7   |D-7   |A-7   |D7   |Gj7   |C79   |B-7   |E79b   |A-7   |C-7 F7 |Gj7   |Bbo7   |A-7   |D7   |G   |Bm7b5 E79b ||";4;Cole Porter;SteveLacy_EasyToLove_FINAL.sv;(A1,16), (A2,16);Easy to Love-1;GREAT AMERICAN SONGBOOK;;ss;G-maj;Giants of Jazz;"Steve Lacy (ss); Wynton Kelly (p); Buell Neidlinger (b); Dennis Charles (dr)";9ddf9ac7-49de-4847-b038-506e888b13af;Steve Lacy;CD 53260;1957-11-01;1957;Steve Lacy featuring Roswell Rudd, Don Cherry, Carl Brown, Bill Higgins, Winton Kelly, Buell Neidlinger, Dennis Charles and Henry Grimes;SWING;4/4;00:55-04:02;04:02;1;48.6756;FINAL;HARDBOP;MEDIUM UP;Easy to Love;;FUNCTIONAL
SteveLacy_Let'sCoolOne_FINAL.sv;132.2;"A1: ||Ebj7   |F-7 Bb7 |Ebj7 F-7G-7|C7   |F-7   |Bb7   |Eb C7 |F-7 Bb7 ||
A2: ||Ebj7   |F-7 Bb7 |Ebj7 F-7G-7|C7   |F-7   |Bb7   |Eb   |Eb   ||
B1: ||Bb-7   |Eb7   |Abj7   |Abj7   |C-7   |F7   |F-7   |Bb7   ||
A3: ||Ebj7   |F-7 Bb7 |Ebj7 F-7G-7|C7   |F-7   |Bb7   |Eb   |Eb   ||";2;Thelonious Monk;SteveLacy_Let'sCoolOne_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Let's Cool One-1;ORIGINAL;;ss;Eb-maj;Giants of Jazz;"Steve Lacy (ss); Don Cherry (trp); Carl Brown (b); Billy Higgins (dr)";c102b624-9618-4157-a64f-8a02f5267f67;Steve Lacy;CD 53260;1961-11-14;1961;Steve Lacy featuring Roswell Rudd, Don Cherry, Carl Brown, Bill Higgins, Winton Kelly, Buell Neidlinger, Dennis Charles and Henry Grimes;SWING;4/4;02:55-04:51;04:51;1;168.5392;FINAL;HARDBOP;MEDIUM;Let's Cool One;;FUNCTIONAL
SteveLacy_Skippy_FINAL.sv;266.8;"A1: ||D7 G7 |C7 F7 |Bb7 A7 |Ab7 Db7 |Gb7 F7 |Bb7 A7 |Ab7   |G7   |Gb7 F7 |E7 Eb7 |Ab7 G7 |Gb7 F7 |Bb7 A7 |Ab7 Db7 |F#7 B7 |E7 A7 ||
B1: ||D7 G7 |C7 F7 |Bb7 A7 |Ab7 Db7 |Gb7 F7 |Bb7 A7 |Ab7 Db7 |Gb7   |Db7C7B7Bb7|A7Ab7G7Gb7|B7Bb7A7Ab7|G7Gb7F7E7|Bb-7 Eb7 |Bb-7 Eb7 |Bb-7 Eb7 |Ab   ||";3;Thelonious Monk;SteveLacy_Skippy_FINAL.sv;(A1,16), (B1,16);Skippy-1;ORIGINAL;;ss;Ab-maj;Original Jazz Classics/Prestige New Jazz;"Steve Lacy (ss); Mal Waldron (p); Buell Neidlinger (b); Elvin Jones (dr)";1878c31b-afe9-433f-b25a-5b8141deedd5;Steve Lacy;OJCCD-063-2;1958-10-17;1958;Steve Lacy plays Thelonious Monk-Reflections;SWING;4/4;00:30-01:57;01:57;1;25.5832;FINAL;HARDBOP;UP;Skippy;;FUNCTIONAL
SteveLacy_Work_FINAL.sv;165.9;"A1: ||Db7   |Db7   |Gb7   |Gb7   |F7 E7 |Eb7   |D7   |D7   ||
A2: ||Db7   |Db7   |Gb7   |Gb7   |F7 E7 |Eb7   |D7   |D7   ||
B1: ||D-7 G7 |G7   |C7   |C7   |C-7   |F7   |E7 A7913b |Ab7alt   ||
A3: ||Db7   |Db7   |Gb7   |Gb7   |F7 E7 |Eb7   |D7   |D7   ||";2;Thelonious Monk;SteveLacy_Work_FINAL.sv;(A1,8), (A2,8), (B1,8);Work-1;ORIGINAL;;ss;;Giants of Jazz;"Steve Lacy (ss); Wynton Kelly (p); Buell Neidlinger (b); Dennis Charles (dr)";;Steve Lacy;CD 53260;1957-11-01;1957;Steve Lacy featuring Roswell Rudd, Don Cherry, Carl Brown, Bill Higgins, Winton Kelly, Buell Neidlinger, Dennis Charles and Henry Grimes;SWING;4/4;00:50-02:23;02:23;1;38.9539;FINAL;HARDBOP;MEDIUM UP;Work;;FUNCTIONAL
SteveTurre_DatDere_FINAL.sv;116.0;"A1: ||C- Eb7 |Am7b5 Ab7 |C- Ab7 |Dm7b5 G7 |C- Eb7 |Am7b5 Ab7 |Dm7b5 G+7 |C- G+79 ||
A2: ||C- Eb7 |Am7b5 Ab7 |C- Ab7 |Dm7b5 G7 |C- Eb7 |Am7b5 Ab7 |Dm7b5 G+7 |C-   ||
B1: ||C-7G7C- |G-7D7G-7 |C-7 Ab7 |Dm7b5 G7 |C-7G7C- |G-7D7G-7 |Dm7b5 G79 |C- G79 ||";3;O. Brown Jr./B. Timmons;SteveTurre_DatDere_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Dat Dere-1;ORIGINAL;;tb;C-min;32 Jazz;"Kirk Lightsey (p); Steve Turre (tb); Ray Drummond (b); Carl Allen (dr); Woody Shaw (tp)";64243e6a-e3bb-4da5-9329-1fb95841b7b8;Steve Turre;32090;1987-06-24;1987;Imagination;SWING;4/4;03:37-05:49;05:49;1;214.0285;FINAL;POSTBOP;MEDIUM;Dat Dere;;FUNCTIONAL
SteveTurre_IfIWereABell_FINAL.sv;257.1;"A1: ||G79   |Csus7913 C7913 |Fj7   |Fj7   |A-7   |D7   |G7   |G-7 C7913 ||
B1: ||F6 F7/A |Bb6 C7913 |F6   |E-7 A7 |D-7 D-7/C |Bb-7 E7 |Aj7 Bb7 |Aj7 D7 ||
A2: ||G79   |Csus7913 C7913 |Fj7   |Fj7   |A-7   |D7   |G7   |G-7 C7 ||
C1: ||F6 F7/A |Bb Bo |F6/C Bb7913 |A-7 D7 |G-7   |C7913   |F6   |F6   ||";2;F. Loesser;SteveTurre_IfIWereABell_FINAL.sv;(A1,16), (B1,16);If I Were a Bell-1;GREAT AMERICAN SONGBOOK;;tb;F-maj;32 Jazz;"Kirk Lightsey (p); Steve Turre (tb); Ray Drummond (b); Carl Allen (dr); Woody Shaw (tp)";3b65d801-9cfa-4614-9b64-0f2f8009d38d;Steve Turre;32090;1987-06-24;1987;Imagination;SWING;4/4;02:41-03:40;03:40;1;157.0007;FINAL;POSTBOP;UP;If I Were a Bell;;FUNCTIONAL
SteveTurre_Steve'sBlues_FINAL.sv;204.3;A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |C7   ||;4;S. Turre;SteveTurre_Steve'sBlues_FINAL.sv;(A1,12);Steve's Blues-1;ORIGINAL;Blues;tb;F-maj;32 Jazz;"Kirk Lightsey (p); Steve Turre (tb); Ray Drummond (b); Carl Allen (dr); Woody Shaw (tp)";70c4f6eb-b0f4-4e64-aee1-906ac42d3301;Steve Turre;32090;1987-06-24;1987;Imagination;SWING;4/4;00:36-01:35;01:35;1;31.9483;FINAL;POSTBOP;UP;Steve's Blues;;BLUES
VonFreeman_PassItOn_FINAL.sv;105.9;"A1: ||C-7NC  |Eb   |C-7   |Eb   ||
A2: ||C-7   |Eb   |C-7   |Eb   ||
B1: ||F-   |Db   |F-   |Gb7   ||
A3: ||C-7   |Eb   |C-7   |Eb   ||";3;Dave Holland;VonFreeman_PassItOn_FINAL.sv;(A1,4), (A2,4), (B1,4), (A3,8);Pass It On-1;ORIGINAL;;ts;C-min;Novus;"Steve Coleman (as); Dave Holland (b); Ed Blackwell (dr); Kevin Eubanks (g); Tommy Flanagan (p); Von Freeman (ts); Kenny Wheeler (tp, flgn)";be9ebacf-9f1f-4fd1-aaf7-9fbc433fb714;Von Freeman;PD 90654;1991-04-29;1991;Rhythm In Mind;FUNK;4/4;02:13-03:58;03:58;1;127.5039;FINAL;FUSION;MEDIUM SLOW;Pass It On;;MODAL
WarneMarsh_Crosscurrent_FINAL.sv;258.2;"A1: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   ||
A2: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   ||
B1: ||Bb-7   |Aj7   |Ab-7   |Gj7   |Gbj7   |F7 D7 |G-7   |C7   ||
A3: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   |Fj7   ||";1;Lennie Tristano;WarneMarsh_Crosscurrent_FINAL.sv;(A1,8), (B1,8), (C1,8), (A2,8);Crosscurrent-1;ORIGINAL;;ts;F-maj;Membran Music Ltd.;"Wayne Marsh (ts); Billy Bauer (g); Arnold Fishkin (b); Harold Granowsky (dr); Lennie Tristano (p); Lee Konitz (as)";94f379da-5030-4cbf-95a8-372148a29376;Warne Marsh;222453-444/A;1949-03-04;1949;Sax of a Kind;SWING;4/4;01:30-02:00;02:00;1;86.3902;FINAL;COOL;UP;Crosscurrent;;FUNCTIONAL
WarneMarsh_Tautology_FINAL.sv;269.9;"A1: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||
B1: ||Cj7911# Bb7911# |Ab7911# Gbj7911# |Fj7   |D7   |G-   |C7   |Fj7   |Fj7   ||
C1: ||Bb-7   |Eb7   |Bbo Bb-7 |Ab   |A-7   |D7   |G7   |C7   ||
A2: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||";2;Lee Konitz;WarneMarsh_Tautology_FINAL.sv;(A1,8), (B1,8), (C1,8), (A2,8);Tautology-1;ORIGINAL;;ts;F-maj;Quadromania;"Lee Konitz (as); Warne Marsh (ts); Sal Mosca (p); Arnold Fishkind (b); Jeff Morton (dr)";50071276-eeac-4f5a-8a10-8f6ebb3e2ef7;Warne Marsh;;1949-09-27;1949;Sax of a Kind;SWING;4/4;;NA;1;85.0578;FINAL;COOL;UP;Tautology;;FUNCTIONAL
WarneMarsh_Wow-1_FINAL.sv;175.1;"A1: ||G-   |C7   |F   |A- Abj7 |Gj7   |E79b   |A-   |D- D7 ||
A2: ||G-   |C79b   |F   |A- Abj7 |Gj7   |C7   |F C |F   |A- Abj7 ||";1;;WarneMarsh_Wow-1_FINAL.sv;(A1,8), (B1,8), (A2,8), (B2,8);Wow-1;ORIGINAL;;ts;F-maj;Membran Music Ltd.;"Wayne Marsh (ts); Billy Bauer (g); Arnold Fishkin (b); Harold Granowsky (dr); Lennie Tristano (p); Lee Konitz (as)";20c1afef-6aa7-4db4-88f1-a917954037e8;Warne Marsh;222453-444/A;1949-03-04;1949;Sax of a Kind;SWING;4/4;01:27-01:51;01:51;1;84.6364;FINAL;COOL;MEDIUM UP;Wow;;FUNCTIONAL
WayneShorter_Adam'sApple_FINAL.sv;174.4;A1: ||Ab7   |Ab7   |Ab7   |Ab7   |Ab7   |Ab7   |Ab7   |Ab7   |Gb7   |Gb7   |Gb7   |Gb7   |Ab7   |Ab7   |Ab7   |Ab7   |Ab-7   |Db7913   |Bb-7   |Eb7   |Ab-   |Ab-   |Bb-7/Eb   |Bb-7/Eb   ||;4;Wayne Shorter;WayneShorter_Adam'sApple_FINAL.sv;(A1,16), (B1,8);Adam's Apple-1;ORIGINAL;;ts;Ab-mix;Blue Note;"Herbie Hancock (p); Reginald Workman (b); Joe Chambers (dr); Wayne Shorter (ts)";235145f7-6611-4fc4-9b1f-f5a071b4f8bb;Wayne Shorter;CDP 7 46403 2;1966-02-24;1966;Adam's Apple;LATIN;4/4;01:21-03:35;03:35;1;78.4649;FINAL;POSTBOP;MEDIUM UP;Adam's Apple;;COLOR
WayneShorter_Dolores_FINAL.sv;277.4;"A1: ||D-7   |F-7 Bb7 |Ebj7   |A-7 D7 |F-7911   |Am7b5 D7 |Dbsus7   |Dbsus7   ||
B1: ||G-7   |D7   |G-7   |F-79   |F-79   |Eb   ||
C1: ||G-7   |F-7 Bb7 |Ebj7   |A-7 D7 |F-7911   |Am7b5 D7 |Dbsus7   |Dbsus7   ||";3;Shorter;WayneShorter_Dolores_FINAL.sv;(A1,8), (B1,6), (A2,8);Dolores-1;ORIGINAL;;ts;Db-chrom;Columbia;"Miles Davis (tp); Wayne Shorter (ts); Herbie Hancock (p); Ron Carter (b); Tony Williams (dr)";3eab13f7-9f2e-4380-9da4-84087be3f499;Wayne Shorter;CS 65682;24-25.10.1966;1966;Miles Smiles;SWING;4/4;01:57-03:10;03:10;1;111.8761;FINAL;POSTBOP;UP;Dolores;;COLOR
WayneShorter_DownUnder_FINAL.sv;147.1;A1: ||Gb-7   |Abm7b5 Db7 |Gb-7   |Gb-7   |G7   |G7   |Gb-7   |E-7 A7 |D7   |Db7   |Gb-7   |Db7   ||;2;Freddie Hubbard;WayneShorter_DownUnder_FINAL.sv;(A1,12);Down Under-1;ORIGINAL;Blues;ts;F#-min;Blue Note;"Freddie Hubbard (tp); Wayne Shorter (ts); Cedar Wilson (p); Jymie Merritt (b); Art Blakey (dr); Curtis Fuller (tb)";25de5364-766f-40e9-be39-4a8591a51284;Wayne Shorter;724385489921;1961-10-02;1961;Art Blakey Jazz Profile Nr 3;SWING;4/4;01:37-02:23;02:23;1;94.4983;FINAL;HARDBOP;MEDIUM UP;Down Under;;BLUES
WayneShorter_E.S.P._FINAL.sv;284.5;"A1: ||E7alt   |E7alt   |Fj7   |Fj7   |E7alt   |E7alt   |Ebj7911#   |Ebj7911#   |D7   |Ebj7911#   |E7   |Fj7 Eb7 |D-79   |G7   |G-7   |Gb7   ||
A2: ||E7alt   |E7alt   |Fj7   |Fj7   |E7alt   |E7alt   |Ebj7911#   |Ebj7911#   |D7   |Ebj7911#   |E7   |Fj7 Eb7 |Db7911#   |C7   |Db7 Gb7 |Fj7   ||";2;Shorter/Davis;WayneShorter_E.S.P._FINAL.sv;(A1,16), (A2,16);E.S.P.-1;ORIGINAL;;ts;F-maj;Columbia;"Wayne Shorter (ts); Tony Williams (dr); Ron Carter (b); Herbie Hancock (p); Miles Davis (tp)";60044ad0-cc9e-4753-9903-bfeaf6e3a12c;Wayne Shorter;COL 467899 2 (vorher: CS 9150);September 1964?;1964;E.S.P.;SWING;4/4;00:29-01:24;01:24;1;21.8135;FINAL;POSTBOP;UP;E.S.P.;;COLOR
WayneShorter_Eighty=One_FINAL.sv;138.4;A1: ||Fsus7   |Bbsus7   |Fsus7   |Fsus7   |Bbsus7   |Bbsus7   |Fsus7   |Fsus7   |Csus7   |Bbsus7   |Fsus7   |Fsus7   ||;5;Carter/Davis;WayneShorter_Eighty=One_FINAL.sv;(A1,12);Eighty-One-1;ORIGINAL;Blues;ts;F-maj;Columbia;"Wayne Shorter (ts); Tony Williams (dr); Ron Carter (b); Herbie Hancock (p); Miles Davis (tp)";97a6eead-0558-4681-ba86-b456bfc41752;Wayne Shorter;COL 467899 2 (vorher: CS 9150);September 1964?;1964;E.S.P.;SWING;4/4;02:49-04:32;04:32;1;163.2896;FINAL;POSTBOP;MEDIUM;Eighty-One;;BLUES
WayneShorter_Footprints_FINAL.sv;136.1;"A1: ||C-7     |C-7     |C-7     |C-7     |F-7     |F-7     |C-7     |C-7     ||
B1: ||F#m7b5  F7913  |Em7b5  A7alt  |C-7     |C-7     ||";4;Wayne Shorter;WayneShorter_Footprints_FINAL.sv;(A1,12);Footprints-1;ORIGINAL;Blues;ts;C-min;Blue Note;"Herbie Hancock (p); Reginald Workman (b); Joe Chambers (dr); Wayne Shorter (ts)";cf85ae5b-b918-4fc6-b167-928f38376e9a;Wayne Shorter;CDP 7 46403 2;1966-02-24;1966;Adam's Apple;SWING;6/4;01:45-03:24;03:24;1;69.5567;FINAL;POSTBOP;MEDIUM;Footprints;;BLUES
WayneShorter_InfantEyes_FINAL.sv;51.3;"A1: ||G-7   |F-7   |Ebj7   |A79b13   |Gbj7   |Fsus79   |Eb-7   |Bbsus79   |Bb7   ||
B1: ||Ebj7   |Ej7/D#   |Ebj7911#   |Ej7911#   |Bj7   |Bbsus79   |Ab-7   |Ebsus79   |D+79#   ||
A2: ||G-7   |F-7   |Ebj7   |A79b13   |Gbj7   |Fsus79   |Eb-7   |Bbsus79   |Bbsus79   ||
I1: ||G-7   |F-7   ||";1;Shorter;WayneShorter_InfantEyes_FINAL.sv;(A1,9), (B1,9), (A2,9);Infant Eyes-1;ORIGINAL;;ts;Eb-chrom;Blue Note;"Freddie Hubbard (tp); Herbie Hancock (p); Ron Carter (b); Elvin Jones (dr); Wayne Shorter (ts)";7530962f-6a09-4c26-862b-533e33bd12a6;Wayne Shorter;CDP 7 91141 2;1964-12-24;1964;The Blue Note Years - The Best of Wayne Shorter;BALLAD;4/4;02:35-04:44;04:44;1;147.0489;FINAL;POSTBOP;SLOW;Infant Eyes;;COLOR
WayneShorter_Juju_FINAL.sv;178.2;A1: ||Bb+7  |Bb+7  |Bb+7  |Bb+7  |Bb+7  |Bb+7  |Bb+7  |Bb+7  |Bb+7  |Bb+7  |A7  |A7  |Abj7  |Abj7  |E-7  |E-7  |Fj7  |Fj7  |B-7  |B-7  |Fj7  |Fj7  |B-7  |B-7  ||;7;Wayne Shorter;WayneShorter_Juju_FINAL.sv;(A1,24);Juju-1;ORIGINAL;;ts;B-chrom;Blue Note;"McCoy Tyner (p); Reggie Workman (b); Elvin Jones (dr); Wayne Shorter (ts)";;Wayne Shorter;CDP 7 91141 2;1964-08-03;1964;The Blue Note Years - The Best of Wayne Shorter;LATIN;3/4;02:37-05:29;05:29;1;153.5397;FINAL;POSTBOP;MEDIUM UP;Juju;;COLOR
WayneShorter_Orbits_FINAL.sv;267.1;A1: ||NC   ||;1;Shorter;WayneShorter_Orbits_FINAL.sv;open;Orbits-1;ORIGINAL;;ts;;Columbia;"Miles Davis (tp); Wayne Shorter (ts); Herbie Hancock (p); Ron Carter (b); Tony Williams (dr)";aa05a78b-9e75-42d7-87b3-c074685e52d0;Wayne Shorter;CS 65682;24-25.10.1966;1966;Miles Smiles;SWING;4/4;01:38-02:43;02:43;1;92.6776;FINAL;POSTBOP;UP;Orbits;;COLOR
